Order No,Order Date,Order Year,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5513-1,07-06-2014,2014,Chuck Sachs,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Consumer,Charlie Bui,Medium,Cando PC940 Copier,Technology,Jumbo Drum,Delivery Truck,08-06-2014,$278.99,$449.99,$171.00,5,"$2,249.95",1%,$22.50,"$2,227.45",$49.00,"$2,276.45"
5514-1,08-06-2014,2014,John Lee,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Express Air,10-06-2014,$2.26,$3.58,$1.32,44,$157.52,6%,$9.45,$148.07,$5.47,$153.54
5516-1,09-06-2014,2014,Anthony Rawles,"14 Money Street, Perth",Perth,WA,Small Business,Mihael Khan,High,3Max Polarizing Light Filter Sleeves,Furniture,Small Pack,Regular Air,09-06-2014,$11.38,$18.65,$7.27,18,$335.70,10%,$33.57,$302.13,$3.77,$305.90
5518-1,13-06-2014,2014,Fred Chung,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,Low,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Express Air,22-06-2014,$19.83,$30.98,$11.15,46,"$1,425.08",4%,$57.00,"$1,368.08",$19.51,"$1,387.59"
5520-1,16-06-2014,2014,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Low,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,21-06-2014,$3.52,$5.68,$2.16,32,$181.76,10%,$18.18,$163.58,$1.39,$164.97
5521-1,17-06-2014,2014,Edward Becker,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,18-06-2014,$1.18,$1.88,$0.70,19,$35.72,7%,$2.50,$33.22,$1.49,$34.71
5523-1,18-06-2014,2014,Bill Donatelli,"8 Orange Street, Perth",Perth,WA,Corporate,Phoebe Gour,High,"Message Book, One Form per Page",Office Supplies,Wrap Bag,Regular Air,18-06-2014,$2.41,$3.71,$1.30,39,$144.69,6%,$8.68,$136.01,$1.93,$137.94
5525-1,18-06-2014,2014,Toby Swindell,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Critical,"Adams ""While You Were Out"" Message Pads",Office Supplies,Wrap Bag,Regular Air,18-06-2014,$1.88,$3.14,$1.26,32,$100.48,3%,$3.01,$97.47,$1.14,$98.61
5526-1,19-06-2014,2014,Barry Pond,"1/20 Pendal Lane, Perth",Melbourne,VIC,Consumer,Connor Betts,Medium,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,21-06-2014,$21.56,$36.55,$14.99,48,"$1,754.40",7%,$122.81,"$1,631.59",$13.89,"$1,645.48"
5527-1,19-06-2014,2014,Jim Mitchum,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Consumer,Mihael Khan,Not Specified,Laser DVD-RAM discs,Technology,Small Pack,Regular Air,21-06-2014,$20.18,$35.41,$15.23,21,$743.61,1%,$7.44,$736.17,$1.99,$738.16
5529-1,19-06-2014,2014,Bruce Degenhardt,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,High,Multimedia Mailers,Office Supplies,Small Box,Regular Air,21-06-2014,$99.39,$162.93,$63.54,16,"$2,606.88",10%,$260.69,"$2,346.19",$19.99,"$2,366.18"
5531-1,22-06-2014,2014,Luke Weiss,"88 Oxford St,Woollahra",Sydney,NSW,Corporate,Charlie Bui,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,Express Air,24-06-2014,$56.16,$136.98,$80.82,17,"$2,328.66",0%,$0.00,"$2,328.66",$24.49,"$2,353.15"
5533-1,22-06-2014,2014,Craig Leslie,"10 Bligh St,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Medium,Artisan 478 Labels,Office Supplies,Small Box,Express Air,24-06-2014,$3.14,$4.91,$1.77,24,$117.84,1%,$1.18,$116.66,$0.50,$117.16
5534-1,23-06-2014,2014,Frank Hawley,"Shop 1 797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Phoebe Gour,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,23-06-2014,$1.84,$2.88,$1.04,8,$23.04,7%,$1.61,$21.43,$0.99,$22.42
5536-1,25-06-2014,2014,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Pack,Regular Air,25-06-2014,$16.80,$40.97,$24.17,47,"$1,925.59",6%,$115.54,"$1,810.05",$8.99,"$1,819.04"
5537-1,27-06-2014,2014,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,Barrel Sharpener,Office Supplies,Small Pack,Regular Air,28-06-2014,$1.46,$3.57,$2.11,46,$164.22,1%,$1.64,$162.58,$4.17,$166.75
5539-1,29-06-2014,2014,Daniel Byrd,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,30-06-2014,$4.53,$7.30,$2.77,50,$365.00,2%,$7.30,$357.70,$7.72,$365.42
5539-2,29-06-2014,2014,Daniel Byrd,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Smiths Paper Clips,Office Supplies,Wrap Bag,Regular Air,30-06-2014,$1.53,$2.47,$0.94,43,$106.21,2%,$2.12,$104.09,$1.02,$105.11
5541-1,29-06-2014,2014,Christine Abelman,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,29-06-2014,$1.59,$2.61,$1.02,44,$114.84,9%,$10.34,$104.50,$0.50,$105.00
5544-1,29-06-2014,2014,William Brown,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,TechSavi Cordless Access Keyboard,Technology,Small Box,Regular Air,30-06-2014,$14.70,$29.99,$15.29,20,$599.80,0%,$0.00,$599.80,$5.50,$605.30
5546-1,30-06-2014,2014,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Medium,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,03-07-2014,$8.92,$29.74,$20.82,4,$118.96,5%,$5.95,$113.01,$6.64,$119.65
5547-1,04-07-2014,2014,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,06-07-2014,$3.32,$5.18,$1.86,43,$222.74,3%,$6.68,$216.06,$2.04,$218.10
5548-1,05-07-2014,2014,James Galang,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,Critical,Artisan File Folder Labels,Office Supplies,Small Box,Regular Air,08-07-2014,$1.84,$2.88,$1.04,47,$135.36,3%,$4.06,$131.30,$5.33,$136.63
5549-1,11-07-2014,2014,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,High,TechSavi Access Keyboard,Technology,Small Box,Regular Air,13-07-2014,$8.31,$15.98,$7.67,40,$639.20,3%,$19.18,$620.02,$6.50,$626.52
5551-1,12-07-2014,2014,Raymond Book,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Medium,Artisan Round Ring Poly Binders,Office Supplies,Small Box,Regular Air,14-07-2014,$1.82,$2.84,$1.02,19,$53.96,0%,$0.00,$53.96,$5.44,$59.40
5552-1,15-07-2014,2014,Bobby Odegard,"37/59 Brewer Street, Perth",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,Regular Air,17-07-2014,$1.87,$8.12,$6.25,4,$32.48,7%,$2.27,$30.21,$2.83,$33.04
5554-1,17-07-2014,2014,Eric Barreto,14 Money Street,Perth,WA,Small Business,Phoebe Gour,High,Alto 3-Hole Punch,Office Supplies,Small Box,Regular Air,18-07-2014,$2.76,$4.38,$1.62,18,$78.84,3%,$2.37,$76.47,$6.21,$82.68
5556-1,18-07-2014,2014,Art Miller,"14 Money Street, Perth",Sydney,NSW,Corporate,Leighton Forrest,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,19-07-2014,$1.84,$2.88,$1.04,10,$28.80,1%,$0.29,$28.51,$0.99,$29.50
5558-1,18-07-2014,2014,Julia Dunbar,3/265 Stirling Street,Perth,WA,Consumer,Phoebe Gour,Low,Colored Push Pins,Office Supplies,Wrap Bag,Regular Air,20-07-2014,$0.92,$1.81,$0.89,8,$14.48,5%,$0.72,$13.76,$1.56,$15.32
5558-2,18-07-2014,2014,Julia Dunbar,3/265 Stirling Street,Perth,WA,Consumer,Phoebe Gour,Low,"Steady Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Wrap Bag,Regular Air,25-07-2014,$1.90,$3.28,$1.38,41,$134.48,5%,$6.72,$127.76,$1.95,$129.71
5560-1,22-07-2014,2014,Gene Hale,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Consumer,Leighton Forrest,Low,Economy Binders,Office Supplies,Small Box,Regular Air,24-07-2014,$1.33,$2.08,$0.75,20,$41.60,4%,$1.66,$39.94,$1.49,$41.43
5562-1,24-07-2014,2014,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Small Business,Preston Senome,Critical,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Express Air,26-07-2014,$1.60,$2.62,$1.02,25,$65.50,9%,$5.90,$59.61,$0.80,$60.41
5564-1,25-07-2014,2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Low,Self-Adhesive Removable Labels,Office Supplies,Small Box,Regular Air,27-07-2014,$1.98,$3.15,$1.17,46,$144.90,10%,$14.49,$130.41,$0.49,$130.90
5566-1,26-07-2014,2014,Victoria Wilson,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Low,HFX LaserJet 3310 Copier,Technology,Large Box,Regular Air,04-08-2014,$377.99,$599.99,$222.00,25,"$14,999.75",7%,"$1,049.98","$13,949.77",$24.49,"$13,974.26"
5566-2,26-07-2014,2014,Victoria Wilson,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Low,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,02-08-2014,$1.60,$2.62,$1.02,10,$26.20,8%,$2.10,$24.10,$0.80,$24.90
5569-1,28-07-2014,2014,Maria Zettner,"531 King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Medium,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,30-07-2014,$8.82,$20.99,$12.17,9,$188.91,8%,$15.11,$173.80,$4.81,$178.61
5570-1,30-07-2014,2014,Keith Herrera,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Yvette Biti,High,Artisan File Folder Labels,Office Supplies,Small Box,Regular Air,31-07-2014,$1.84,$2.88,$1.04,11,$31.68,2%,$0.63,$31.05,$5.33,$36.38
5572-1,30-07-2014,2014,Mark Packer,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,01-08-2014,$13.88,$22.38,$8.50,34,$760.92,1%,$7.61,$753.31,$15.10,$768.41
5574-1,30-07-2014,2014,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Security-Tint Envelopes,Office Supplies,Small Box,Regular Air,01-08-2014,$4.89,$7.64,$2.75,7,$53.48,6%,$3.21,$50.27,$1.39,$51.66
5576-1,03-08-2014,2014,Shirley Jackson,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,04-08-2014,$3.50,$5.74,$2.24,7,$40.18,4%,$1.61,$38.57,$5.01,$43.58
5578-1,05-08-2014,2014,Ed Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,High,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,07-08-2014,$1.09,$2.60,$1.51,43,$111.80,6%,$6.71,$105.09,$2.40,$107.49
5579-1,06-08-2014,2014,Carol Adams,"181 Enmore Rd,Enmore",Sydney,NSW,Corporate,Radhya Staples,Low,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,06-08-2014,$3.65,$5.98,$2.33,32,$191.36,10%,$19.14,$172.22,$1.49,$173.71
5581-1,07-08-2014,2014,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,09-08-2014,$3.32,$5.18,$1.86,17,$88.06,2%,$1.76,$86.30,$2.04,$88.34
5583-1,11-08-2014,2014,Benjamin Patterson,"6 Brookman Street, Perth",Sydney,NSW,Corporate,Aanya Zhang,Critical,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,12-08-2014,$0.24,$1.26,$1.02,2,$2.52,6%,$0.15,$2.37,$0.70,$3.07
5584-1,11-08-2014,2014,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,14-08-2014,$21.56,$36.55,$14.99,24,$877.20,7%,$61.40,$815.80,$13.89,$829.69
5586-1,11-08-2014,2014,Adrian Hane,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,13-08-2014,$3.75,$7.08,$3.33,47,$332.76,10%,$33.28,$299.48,$2.35,$301.83
5588-1,11-08-2014,2014,Tonja Turnell,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,High,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Express Air,13-08-2014,$2.90,$4.76,$1.86,11,$52.36,8%,$4.19,$48.17,$0.88,$49.05
5589-1,12-08-2014,2014,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Low,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,19-08-2014,$6.39,$19.98,$13.59,5,$99.90,9%,$8.99,$90.91,$4.00,$94.91
5591-1,22-08-2014,2014,Dorris Love,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Smiths File Caddy,Office Supplies,Small Box,Regular Air,23-08-2014,$4.03,$9.38,$5.35,17,$159.46,9%,$14.35,$145.11,$7.28,$152.39
5593-1,25-08-2014,2014,John Lee,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Aluminum Document Frame,Furniture,Small Pack,Regular Air,27-08-2014,$5.50,$12.22,$6.72,37,$452.14,9%,$40.69,$411.45,$2.85,$414.30
5594-1,25-08-2014,2014,Jill Fjeld,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,High,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,Regular Air,27-08-2014,$11.11,$19.84,$8.73,28,$555.52,6%,$33.33,$522.19,$4.10,$526.29
5596-1,26-08-2014,2014,Valerie Dominguez,37/59 Brewer Street,Perth,WA,Corporate,Tina Carlton,Medium,TechSavi Access Keyboard,Technology,Small Box,Regular Air,26-08-2014,$10.07,$15.98,$5.91,46,$735.08,2%,$14.70,$720.38,$4.00,$724.38
5597-1,27-08-2014,2014,Maribeth Yedwab,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Express Air,28-08-2014,$1.60,$2.62,$1.02,45,$117.90,1%,$1.18,$116.72,$0.80,$117.52
5599-1,28-08-2014,2014,Ruben Ausman,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Yvette Biti,High,Cando PC940 Copier,Technology,Jumbo Drum,Delivery Truck,28-08-2014,$278.99,$449.99,$171.00,15,"$6,749.85",4%,$269.99,"$6,479.86",$49.00,"$6,528.86"
5599-2,28-08-2014,2014,Ruben Ausman,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Yvette Biti,High,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,29-08-2014,$2.52,$4.00,$1.48,14,$56.00,6%,$3.36,$52.64,$1.30,$53.94
5603-1,28-08-2014,2014,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,Low,TechSavi Internet Navigator Keyboard,Technology,Small Box,Regular Air,01-09-2014,$6.51,$30.98,$24.47,37,"$1,146.26",3%,$34.39,"$1,111.87",$6.50,"$1,118.37"
5604-1,02-09-2014,2014,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Low,TechSavi Access Keyboard,Technology,Small Box,Regular Air,04-09-2014,$10.07,$15.98,$5.91,29,$463.42,4%,$18.54,$444.88,$4.00,$448.88
5605-1,03-09-2014,2014,Odella Nelson,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Medium,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Regular Air,05-09-2014,$1.92,$3.26,$1.34,31,$101.06,0%,$0.00,$101.06,$1.86,$102.92
5606-1,03-09-2014,2014,Kean Thornton,65 Palmerston Street,Perth,WA,Corporate,Natasha Song,Low,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,10-09-2014,$2.98,$5.84,$2.86,22,$128.48,10%,$12.85,$115.63,$0.83,$116.46
5607-1,04-09-2014,2014,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,05-09-2014,$2.50,$5.68,$3.18,23,$130.64,1%,$1.31,$129.33,$3.60,$132.93
5609-1,07-09-2014,2014,Eugene Moren,14/76 Newcastle Street,Perth,WA,Home Office,Mihael Khan,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,07-09-2014,$1.18,$1.88,$0.70,47,$88.36,6%,$5.30,$83.06,$1.49,$84.55
5609-2,07-09-2014,2014,Eugene Moren,14/76 Newcastle Street,Perth,WA,Home Office,Mihael Khan,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,09-09-2014,$1.31,$2.84,$1.53,39,$110.76,8%,$8.86,$101.90,$0.93,$102.83
5612-1,10-09-2014,2014,Victoria Pisteka,8/2 Edward Street,Perth,WA,Corporate,Natasha Song,Not Specified,3Max Polarizing Light Filter Sleeves,Furniture,Small Pack,Regular Air,12-09-2014,$11.38,$18.65,$7.27,7,$130.55,1%,$1.31,$129.24,$3.77,$133.01
5613-1,11-09-2014,2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Critical,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,13-09-2014,$0.93,$1.48,$0.55,15,$22.20,3%,$0.67,$21.53,$0.70,$22.23
5615-1,12-09-2014,2014,Jack Garza,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Critical,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,Regular Air,13-09-2014,$1.09,$1.82,$0.73,36,$65.52,9%,$5.90,$59.62,$1.00,$60.62
5616-1,12-09-2014,2014,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,19-09-2014,$14.95,$34.76,$19.81,34,"$1,181.84",3%,$35.46,"$1,146.38",$8.22,"$1,154.60"
5618-1,13-09-2014,2014,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,17-09-2014,$4.53,$7.30,$2.77,26,$189.80,3%,$5.69,$184.11,$7.72,$191.83
5619-1,17-09-2014,2014,Bart Watters,"27/580 Hay Street, Perth",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,18-09-2014,$2.26,$3.58,$1.32,19,$68.02,0%,$0.00,$68.02,$5.47,$73.49
5621-1,21-09-2014,2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Medium,600 Series Non-Flip,Technology,Small Box,Regular Air,23-09-2014,$19.78,$45.99,$26.21,23,"$1,057.77",10%,$105.78,$951.99,$4.99,$956.98
5621-2,21-09-2014,2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Medium,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,22-09-2014,$0.93,$1.48,$0.55,33,$48.84,6%,$2.93,$45.91,$0.70,$46.61
5625-1,23-09-2014,2014,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,DrawIt Colored Pencils,Office Supplies,Wrap Bag,Express Air,25-09-2014,$4.37,$9.11,$4.74,48,$437.28,6%,$26.24,$411.04,$2.25,$413.29
5627-1,27-09-2014,2014,Cindy Chapman,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Low,Office Shears by Apex,Office Supplies,Small Pack,Regular Air,02-10-2014,$0.94,$2.08,$1.14,36,$74.88,1%,$0.75,$74.13,$2.56,$76.69
5629-1,28-09-2014,2014,Charles McCrossin,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,High,Smiths Paper Clips,Office Supplies,Wrap Bag,Regular Air,29-09-2014,$1.53,$2.47,$0.94,49,$121.03,3%,$3.63,$117.40,$1.02,$118.42
5630-1,28-09-2014,2014,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,High,Steady Liquid Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,29-09-2014,$3.47,$6.68,$3.21,16,$106.88,10%,$10.69,$96.19,$1.50,$97.69
5631-1,29-09-2014,2014,Christopher Martinez,32 Wellington Street,Perth,WA,Small Business,Tina Carlton,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,29-09-2014,$0.71,$1.14,$0.43,8,$9.12,0%,$0.00,$9.12,$0.70,$9.82
5633-1,01-10-2014,2014,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,03-10-2014,$39.64,$152.48,$112.84,48,"$7,319.04",4%,$292.76,"$7,026.28",$6.50,"$7,032.78"
5635-1,01-10-2014,2014,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,Express Air,02-10-2014,$11.11,$19.84,$8.73,15,$297.60,0%,$0.00,$297.60,$4.10,$301.70
5637-1,02-10-2014,2014,Carl Jackson,"6 Mary St,Newtown",Sydney,NSW,Home Office,Samantha Chairs,High,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,04-10-2014,$2.29,$3.69,$1.40,30,$110.70,9%,$9.96,$100.74,$0.50,$101.24
5639-1,02-10-2014,2014,Ritsa Hightower,22 St Georges Terrace,Perth,WA,Corporate,Natasha Song,High,Smiths Colored Bar Computer Paper,Office Supplies,Small Box,Regular Air,04-10-2014,$21.97,$35.44,$13.47,29,"$1,027.76",3%,$30.83,$996.93,$4.92,"$1,001.85"
5641-1,03-10-2014,2014,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,05-10-2014,$0.71,$1.14,$0.43,4,$4.56,0%,$0.00,$4.56,$0.70,$5.26
5643-1,04-10-2014,2014,Liz Price,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Low,Artisan Non-Stick Binders,Office Supplies,Small Box,Express Air,11-10-2014,$2.74,$4.49,$1.75,44,$197.56,3%,$5.93,$191.63,$1.49,$193.12
5644-1,04-10-2014,2014,Patrick OBrill,27/580 Hay Street,Perth,WA,Home Office,Tina Carlton,Low,Laser DVD-RAM discs,Technology,Small Pack,Regular Air,06-10-2014,$20.18,$35.41,$15.23,5,$177.05,0%,$0.00,$177.05,$1.99,$179.04
5645-1,06-10-2014,2014,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,07-10-2014,$1.94,$3.08,$1.14,46,$141.68,4%,$5.67,$136.01,$0.99,$137.00
5646-1,08-10-2014,2014,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,High,Aluminum Document Frame,Furniture,Small Pack,Regular Air,10-10-2014,$5.50,$12.22,$6.72,1,$12.22,10%,$1.22,$11.00,$2.85,$13.85
5647-1,09-10-2014,2014,Trudy Bell,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,High,Apex Box Cutter Scissors,Office Supplies,Small Pack,Regular Air,09-10-2014,$4.19,$10.23,$6.04,37,$378.51,8%,$30.28,$348.23,$4.68,$352.91
5648-1,10-10-2014,2014,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,17-10-2014,$1.19,$1.98,$0.79,38,$75.24,5%,$3.76,$71.48,$4.77,$76.25
5650-1,11-10-2014,2014,Arthur Prichep,"14 Knebworth Avenue, Perth",Sydney,NSW,Home Office,Phoebe Gour,Medium,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,Regular Air,11-10-2014,$11.11,$19.84,$8.73,43,$853.12,3%,$25.59,$827.53,$4.10,$831.63
5651-1,15-10-2014,2014,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Express Air,19-10-2014,$52.07,$83.98,$31.91,34,"$2,855.32",6%,$171.32,"$2,684.00",$5.01,"$2,689.01"
5653-1,16-10-2014,2014,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Critical,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,17-10-2014,$2.52,$4.00,$1.48,36,$144.00,1%,$1.44,$142.56,$1.30,$143.86
5655-1,17-10-2014,2014,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,Apex Straight Scissors,Office Supplies,Small Pack,Regular Air,17-10-2014,$5.19,$12.98,$7.79,11,$142.78,8%,$11.42,$131.36,$3.14,$134.50
